iter	Accuracy	Logloss
881	0.9071666858	0.2353300191
882	0.9071666858	0.235273726
883	0.9071666858	0.2351672954
884	0.907396756	0.2350793178
885	0.9072817209	0.2349545101
886	0.907396756	0.2348635709
887	0.9076268262	0.2347509573
888	0.907396756	0.234644312
889	0.907396756	0.2345451058
890	0.9076268262	0.2344361709
891	0.9075117911	0.2343386865
892	0.9082020016	0.23423869
893	0.9080869665	0.2340290421
894	0.9079719314	0.2339462535
895	0.9080869665	0.2338289967
896	0.9078568964	0.2337029403
897	0.9080869665	0.2335942912
898	0.9079719314	0.2335140091
899	0.9080869665	0.2334483789
900	0.9079719314	0.2334038536
901	0.9078568964	0.2332784953
902	0.9080869665	0.2332203623
903	0.9076268262	0.2330937618
904	0.9077418613	0.2330153286
905	0.9082020016	0.2328637421
906	0.9077418613	0.2327582747
907	0.9079719314	0.2326405723
908	0.9084320718	0.2325794289
909	0.9088922121	0.2324023731
910	0.9090072472	0.2323129475
911	0.9093523525	0.2322125439
912	0.9094673876	0.2320430539
913	0.9092373174	0.2318937757
914	0.9092373174	0.2318305476
915	0.9095824226	0.2317351343
916	0.9096974577	0.2316609511
917	0.910042563	0.231581803
918	0.9101575981	0.2314633138
919	0.910042563	0.2313494329
920	0.9102726332	0.231302431
921	0.9103876682	0.2311881438
922	0.9107327735	0.2310422048
923	0.9113079489	0.2309536762
924	0.9111929138	0.2308817438
925	0.9109628437	0.2308339512
926	0.9113079489	0.2307404261
927	0.911422984	0.2306125024
928	0.911422984	0.2305399281
929	0.9113079489	0.2303950433
930	0.9111929138	0.2302730615
931	0.9115380191	0.2301618854
932	0.9116530542	0.230077227
933	0.911422984	0.229915135
934	0.9115380191	0.229875326
935	0.9116530542	0.2297755266
936	0.9116530542	0.2297086305
937	0.9115380191	0.2296443879
938	0.911422984	0.2295446998
939	0.9116530542	0.229431118
940	0.9117680893	0.2293466049
941	0.9118831244	0.2292520865
942	0.9118831244	0.2291718167
943	0.9118831244	0.2290742044
944	0.9117680893	0.2289594297
945	0.9118831244	0.2288215501
946	0.9119981594	0.2287456063
947	0.9118831244	0.2286762299
948	0.9117680893	0.228609041
949	0.9116530542	0.2284821213
950	0.9119981594	0.228398632
951	0.9121131945	0.2283403562
952	0.9119981594	0.2282580966
953	0.9122282296	0.2281799285
954	0.9123432647	0.2280660967
955	0.9122282296	0.2279602023
956	0.9124582998	0.2278862784
957	0.9124582998	0.227844496
958	0.91268837	0.2277819239
959	0.9125733349	0.2276644495
960	0.912803405	0.2275885913
961	0.9130334752	0.2274941349
962	0.9131485103	0.2273503747
963	0.9134936156	0.227184823
964	0.9132635454	0.2270810317
965	0.9133785805	0.2269862335
966	0.9133785805	0.2268990743
967	0.9134936156	0.2268246582
968	0.9134936156	0.2267311024
969	0.9133785805	0.2266461525
970	0.9131485103	0.2265414752
971	0.9132635454	0.2264562004
972	0.9133785805	0.226351474
973	0.914068791	0.2262073729
974	0.9141838261	0.2261020606
975	0.9142988612	0.2259684138
976	0.9142988612	0.2258932816
977	0.914068791	0.2257581777
978	0.9138387208	0.2257096981
979	0.9141838261	0.2255756551
980	0.9141838261	0.2254514047
981	0.9142988612	0.2253898159
982	0.9142988612	0.2253532467
983	0.9147590015	0.225228888
984	0.9148740366	0.2251493
985	0.9147590015	0.2250135026
986	0.9147590015	0.224927648
987	0.9147590015	0.2248995194
988	0.9149890717	0.2247874336
989	0.9147590015	0.2246627564
990	0.9152191418	0.2245883639
991	0.9152191418	0.2244867236
992	0.9153341769	0.2243920208
993	0.9153341769	0.2243030565
994	0.9153341769	0.224227333
995	0.9153341769	0.2241439415
996	0.915449212	0.2240716179
997	0.915449212	0.2239932333
998	0.9148740366	0.2238747816
999	0.9149890717	0.2238059524
